name,rating,review,date,location,sentiment
Nameesh Rajamane,"Rated 3.0 out of 5,","Good place for having coffee.  But yes, I did have a bad experience of getting 'Chicken Sandwich' when I asked for 'Spinach'.",2016-06-27,Café Coffee Day kormangala 5th,Positive
Krishnendu Basu,"Rated 5.0 out of 5,",Late night coffee and adda at this place is best thing to create everlasting memories. PS. You might find your future wife here..,2019-06-27,Café Coffee Day kormangala 5th,Positive
Somreeta Das,"Rated 4.0 out of 5,",Food wasn't ccd standard. I've had much better food at other CCDs. This just wasn't the same standard,2019-06-27,Café Coffee Day kormangala 5th,Positive
Sudhir Prabhu,"Rated 4.0 out of 5,",Cool CCD place as usual- well maintained and trendy seating. Parking an uphill task.,2019-06-27,Café Coffee Day kormangala 5th,Positive
Sanaulla Mohammed syed,"Rated 3.0 out of 5,",Nice place to hangout with friends with some great aromatic coffee and mango shots,2021-06-27,Café Coffee Day kormangala 5th,Positive
Santosh Hellboy,"Rated 4.0 out of 5,",Nice place to have coffee with loved one,2022-06-27,Café Coffee Day kormangala 5th,Positive
Rahul Reddy,"Rated 5.0 out of 5,",A really worthwhile place to make friends or just have a quick bite.,2022-06-27,Café Coffee Day kormangala 5th,Positive
Vikas Gupta,"Rated 5.0 out of 5,",Very peaceful place and a humble staff.,2022-06-27,Café Coffee Day kormangala 5th,Positive
Komal Bains,"Rated 2.0 out of 5,",The staff was sweet and hospitable but the drinks did not taste if anything.,2018-06-27,Café Coffee Day kormangala 5th,Neutral
namaskar sirigiri,"Rated 3.0 out of 5,",Coffee time Or meeting ppl. Best at any ccd,2022-06-27,Café Coffee Day kormangala 5th,Positive
Suhas Jonathan Isaac,"Rated 3.0 out of 5,","You not only chill/work with your friends there, but also with a lot of mosquitoes!",2022-06-27,Café Coffee Day kormangala 5th,Neutral
Pavan Kumar,"Rated 5.0 out of 5,",Good place.. Good ambience and friendly staff! A place to visit.. No disturbance.. Everything is peaceful..,2018-06-27,Café Coffee Day kormangala 5th,Positive
Janak Dave,"Rated 5.0 out of 5,",Nice place for quick meeting over good coffee !,2022-06-27,Café Coffee Day kormangala 5th,Positive
vivian chacko,"Rated 4.0 out of 5,","One of the few still crowded coffee days, helpful staff, fast service",2018-06-27,Café Coffee Day kormangala 5th,Positive
SAUMYA SHAJI 1557014,"Rated 5.0 out of 5,",This is situated opp to JNC and it is the place to be when u want to just relax and spend good time with friends... the staff is cooperative and amiable,2017-06-27,Café Coffee Day kormangala 5th,Positive
Sakhi Ravoor,"Rated 2.0 out of 5,",Cafe coffee day has really lost in charm and their customer service is declined over a very short period of time..!! Just hating it..!!,2018-06-27,Café Coffee Day kormangala 5th,Neutral
Dan Joseph,"Rated 3.0 out of 5,",Good place for a couple...but rest room needs more periodic attention to cleanliness,2019-06-27,Café Coffee Day kormangala 5th,Positive
Achal G Gowda,"Rated 4.0 out of 5,","Most Popular CCD in Koramangala, it will be highly crowded with college students. Evening time you will not get the table here.",2018-06-27,Café Coffee Day kormangala 5th,Neutral
Ammu Renganathan,"Rated 5.0 out of 5,",Nice and quiet ambience both inside and outside. But parking is a quite problem though.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Navneet Sinha,"Rated 4.0 out of 5,",Nice location. I love to hangout here. Perfect CCD style coffees.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Chandna NS,"Rated 5.0 out of 5,",Best CCD I've visited so far..have spnt so Manny days there...very customer friendly,2018-06-27,Café Coffee Day kormangala 5th,Positive
Jamshed Eruch Surti,"Rated 4.0 out of 5,",One of the cooler CCD's in the area. Plenty of parking but be prepared for a long drive around due to the one way.,2017-06-27,Café Coffee Day kormangala 5th,Neutral
Omkar Kakeru,"Rated 5.0 out of 5,",Awesome place for work,2019-06-27,Café Coffee Day kormangala 5th,Positive
Aniket Arekar,"Rated 1.0 out of 5,",Very bad shape of affairs here. Poor coffee taste,2022-06-27,Café Coffee Day kormangala 5th,Negative
Harshith SK,"Rated 4.0 out of 5,",It is peaceful this CCDThe staff is pretty generous. 😁And the seats are comfortable enough.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Rasheed Muhammed (Baba),"Rated 5.0 out of 5,",Good place to hang out for a couple of hours with friends.,2022-06-27,Café Coffee Day kormangala 5th,Positive
anish anil,"Rated 4.0 out of 5,",Guess one of the last few profit making coffee day in bangalore,2022-06-27,Café Coffee Day kormangala 5th,Positive
raja rajan,"Rated 5.0 out of 5,","Nice place, we use to have our bike group meetings ""Bike nomads""",2016-06-27,Café Coffee Day kormangala 5th,Positive
Goutam SM,"Rated 4.0 out of 5,",All stars for the location.  Excellent  place in the heart of koramangala.  Food and drinks are average.,2019-06-27,Café Coffee Day kormangala 5th,Positive
Venkatraman P,"Rated 5.0 out of 5,","Good coffee,  decent selection of snacks,  good place to work for couple of hours.",2020-06-27,Café Coffee Day kormangala 5th,Positive
Swaathe Ganesan,"Rated 4.0 out of 5,",Peaceful place to work and attend meetings.,2022-06-27,Café Coffee Day kormangala 5th,Positive
Mohammed Zohaib,"Rated 4.0 out of 5,","Visiting this place bring alot of nostalgia, been here over 300 plus times, visiting this from 2013.",2021-06-27,Café Coffee Day kormangala 5th,Positive
NIVAS REDDY RN,"Rated 5.0 out of 5,",Like to visit dailyGood serviceVery good  response to customerClean & neat,2019-06-27,Café Coffee Day kormangala 5th,Positive
Prateek Mantri,"Rated 4.0 out of 5,",Cooperative staff. That's what matters. Else the taste of coffee is similar to usual CCDs,2017-06-27,Café Coffee Day kormangala 5th,Positive
Prashant Singh,"Rated 4.0 out of 5,","Nice and decent place good music in the background, it lightens the mood",2020-06-27,Café Coffee Day kormangala 5th,Positive
ganesh subramanian,"Rated 5.0 out of 5,",Have super fond memories of this place.. Chilled out place yet right in koramangala,2019-06-27,Café Coffee Day kormangala 5th,Positive
V Foto,"Rated 4.0 out of 5,",Nice place to chit chat / work during day. But kind of difficult to interact with the workers.,2017-06-27,Café Coffee Day kormangala 5th,Positive
kessh,"Rated 5.0 out of 5,",1 of the most popular place in kormangalla😃And Awesome place to hangout too 😎😍 with friends ..Good sttaf n services 😊,2017-06-27,Café Coffee Day kormangala 5th,Positive
Aishwarya Rai,"Rated 1.0 out of 5,",The menu said spicy soupy noodles and I got tasteless watery Maggie noodles.,2019-06-27,Café Coffee Day kormangala 5th,Negative
Jackie Narang,"Rated 4.0 out of 5,",The place was fine but not so exquisite service,2018-06-27,Café Coffee Day kormangala 5th,Neutral
Jeevitha J,"Rated 1.0 out of 5,",Very arrogant staff im sorry to inform uPlease improve on the communication with the staff,2022-06-27,Café Coffee Day kormangala 5th,Negative
Santhosh S,"Rated 4.0 out of 5,",Fantastic service and quite a busy place to warm up yourself.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Hemanth B,"Rated 4.0 out of 5,",The wireless chargers on the table were not workingApart from that it the same as any CCD,2019-06-27,Café Coffee Day kormangala 5th,Positive
Subhash Bhushan,"Rated 5.0 out of 5,",Good place to work out of. Kudos to the courteous staff too!,2018-06-27,Café Coffee Day kormangala 5th,Positive
Rogen George,"Rated 4.0 out of 5,",Cool place to hangout with friends. It is open till late night.,2019-06-27,Café Coffee Day kormangala 5th,Positive
huka 1983,"Rated 4.0 out of 5,",Good place to hangout with some nice coffees and eateries...,2019-06-27,Café Coffee Day kormangala 5th,Positive
nikhil Marlon,"Rated 4.0 out of 5,",A nice place with good seating available in and outside the cafe.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Saichandra Desu,"Rated 4.0 out of 5,",Good location. Nice ambience..fast service.,2019-06-27,Café Coffee Day kormangala 5th,Positive
Satendra_Rawat Fitness Freak,"Rated 5.0 out of 5,",Beautiful and peaceful place to relax and enjoy your beverages..,2018-06-27,Café Coffee Day kormangala 5th,Positive
Archana S Raj,"Rated 4.0 out of 5,","Good place to sit n chat, Spacious area outside.",2020-06-27,Café Coffee Day kormangala 5th,Positive
GORANTLA RAGHAVENDRA,"Rated 3.0 out of 5,",Good place in busy area. Need some for maintenance.,2019-06-27,Café Coffee Day kormangala 5th,Positive
Himanshu Paliwal,"Rated 3.0 out of 5,",Just ok place.There should be smoke free zone.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Enktes Re,"Rated 5.0 out of 5,",Good place for a quick coffee and commendably warm staff 👍,2017-06-27,Café Coffee Day kormangala 5th,Positive
Ashrut Arya,"Rated 4.0 out of 5,",Cozy place with the perfect ambience! The coffee of course needs not an explanation! ;),2017-06-27,Café Coffee Day kormangala 5th,Positive
imon khan,"Rated 5.0 out of 5,",Good dayFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2022-11-27,Café Coffee Day kormangala 5th,Positive
Suhas S,"Rated 5.0 out of 5,","Best place to hangout, with soothing music and good service 😊",2018-06-27,Café Coffee Day kormangala 5th,Positive
Archana Sharma,"Rated 4.0 out of 5,",Very nice place ... Quiet n decent service.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Chinmay Naik,"Rated 5.0 out of 5,",Good ambiance with indoor as well as outdoor seating.,2017-06-27,Café Coffee Day kormangala 5th,Positive
gagandeep singh lamba,"Rated 4.0 out of 5,",Nice coffee.i went quite late. thank God it was open,2018-06-27,Café Coffee Day kormangala 5th,Positive
Akash Sailesh Kumar,"Rated 4.0 out of 5,",Filled always with college students. Not great for working people,2021-06-27,Café Coffee Day kormangala 5th,Neutral
Shashank Agrawal,"Rated 5.0 out of 5,",As every CCD is. Good coffee. Good enough ambience..,2019-06-27,Café Coffee Day kormangala 5th,Positive
amalu innocent,"Rated 3.0 out of 5,",Quiet place to go and get some work done over coffee.,2018-06-27,Café Coffee Day kormangala 5th,Positive
suzi vivian,"Rated 5.0 out of 5,",Very good and peaceful place... Chill out place.,2020-06-27,Café Coffee Day kormangala 5th,Positive
Subit C,"Rated 5.0 out of 5,","Friendly staff, can work in peace and quiet for extended hours here",2017-06-27,Café Coffee Day kormangala 5th,Positive
Githanjali s,"Rated 3.0 out of 5,",Nice place to relax and have some coffee with friends,2019-06-27,Café Coffee Day kormangala 5th,Positive
